freq_1,freq_2,freq_A,freq_B,freq_C,freq_D,avg_pos_1,first_pos_1,last_pos_1,avg_pos_2,first_pos_2,last_pos_2,avg_pos_A,first_pos_A,last_pos_A,avg_pos_B,first_pos_B,last_pos_B,avg_pos_C,first_pos_C,last_pos_C,avg_pos_D,first_pos_D,last_pos_D,pattern_11,pattern_22,pattern_AA,pattern_BB,pattern_CC,pattern_DD,pattern_12,pattern_21,pattern_AB,pattern_BA,pattern_CD,pattern_DC,alternations,mean_run,max_run,min_run,std_run,p_dd,p_dl,p_ld,p_ll,digit_minus_letter,lz_complexity
2,4,5,3,3,3,12.5,11,14,10.25,3,16,7.0,0,17,5.0,1,8,12.0,7,19,12.666666666666666,5,18,0,0,0,0,0,0,0,1,1,1,0,1,10,1.0,1.0,1.0,0.0,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,3
1,3,5,3,3,5,15.0,15,15,10.0,4,16,8.4,0,18,4.333333333333333,2,6,13.666666666666666,8,19,9.8,3,17,0,0,2,1,0,0,1,0,1,0,1,2,6,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,2
2,3,2,3,3,7,11.5,8,15,6.0,0,14,11.0,10,12,5.0,3,7,6.333333333333333,1,16,13.285714285714286,6,19,0,0,0,0,1,1,0,1,0,0,1,0,7,1.1764705882352942,3.0,1.0,0.5128116404165498,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.5789473684210527,-10,1
2,3,1,3,7,4,7.5,7,8,13.0,10,15,0.0,0,0,13.333333333333334,5,18,5.571428571428571,1,12,14.25,9,19,1,1,0,1,3,0,0,0,0,0,1,0,6,1.5384615384615385,4.0,1.0,0.8426500884694864,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,2
1,2,4,4,6,3,8.0,8,8,13.5,9,18,10.5,3,19,3.25,0,10,10.666666666666666,4,17,12.0,11,13,0,0,0,1,2,1,1,0,0,1,0,0,4,1.5384615384615385,3.0,1.0,0.8426500884694863,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.7368421052631579,-14,2
5,3,4,3,1,4,14.0,8,19,12.666666666666666,9,18,5.75,2,12,1.3333333333333333,0,3,6.0,6,6,12.25,7,17,1,0,1,1,0,0,1,1,1,2,1,0,9,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3684210526315789,-4,1
3,2,4,0,6,5,12.333333333333334,6,16,10.5,9,12,5.0,0,17,-1.0,-1,-1,7.5,3,13,13.4,5,19,1,0,1,0,2,1,0,0,0,0,3,0,8,1.4285714285714286,3.0,1.0,0.6226998490772391,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,1
2,4,3,3,4,4,16.5,14,19,8.5,2,17,8.666666666666666,0,18,6.666666666666667,3,10,7.75,1,15,11.5,5,16,0,0,0,0,0,1,0,0,0,1,3,0,11,1.0526315789473684,2.0,1.0,0.22329687826943603,0.0,0.2631578947368421,0.3157894736842105,0.42105263157894735,-8,1
5,2,2,7,3,1,6.6,1,11,7.5,2,13,17.5,17,18,10.142857142857142,0,19,6.666666666666667,3,9,16.0,16,16,2,0,1,1,1,0,1,0,1,0,0,0,8,1.3333333333333333,2.0,1.0,0.47140452079103173,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.42105263157894735,-6,2
1,4,4,3,1,7,12.0,12,12,7.75,0,15,10.75,4,17,10.333333333333334,3,18,13.0,13,13,8.571428571428571,1,19,0,0,0,0,0,2,0,0,1,1,0,0,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.2631578947368421,0.21052631578947367,0.5263157894736842,-10,1
6,3,6,3,1,1,12.0,0,19,8.333333333333334,2,15,8.666666666666666,4,12,7.333333333333333,1,14,3.0,3,3,16.0,16,16,1,0,2,0,0,0,0,0,1,0,0,0,12,1.3333333333333333,4.0,1.0,0.8692269873603532,0.10526315789473684,0.3157894736842105,0.3157894736842105,0.2631578947368421,-2,1
2,1,4,3,5,5,3.5,0,7,1.0,1,1,16.0,12,19,7.0,4,9,11.2,2,18,8.2,3,14,0,0,1,1,1,2,1,0,0,0,1,1,3,1.3333333333333333,2.0,1.0,0.47140452079103173,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.7894736842105263,-14,2
3,5,2,4,1,5,13.333333333333334,7,19,6.2,0,18,3.5,2,5,7.75,1,11,15.0,15,15,13.2,8,17,0,1,0,1,0,2,0,2,0,1,1,0,8,1.3333333333333333,3.0,1.0,0.5962847939999438,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.42105263157894735,-4,1
1,3,5,3,3,5,0.0,0,0,5.333333333333333,4,7,9.2,1,16,10.0,3,17,12.666666666666666,8,19,12.0,6,18,0,1,2,0,0,0,0,0,2,0,2,1,5,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.6842105263157895,-12,1
3,5,4,3,4,1,14.0,10,19,9.2,1,17,11.0,5,18,9.666666666666666,7,14,6.25,0,16,4.0,4,4,0,1,0,1,0,0,1,0,0,1,1,0,11,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.3157894736842105,-4,2
2,3,4,4,5,2,12.0,11,13,9.0,7,12,8.5,3,15,10.5,4,17,12.2,1,19,1.0,0,2,0,1,0,2,1,0,1,1,2,1,1,1,4,1.25,2.0,1.0,0.4330127018922193,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.631578947368421,-10,1
4,2,4,4,3,3,14.0,7,19,9.0,8,10,6.75,0,13,5.5,1,11,9.666666666666666,2,15,12.666666666666666,3,18,0,0,0,0,0,1,1,0,2,1,1,0,9,1.0526315789473684,2.0,1.0,0.22329687826943606,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.47368421052631576,-8,2
4,3,3,3,2,5,12.0,8,18,4.333333333333333,2,7,5.666666666666667,0,16,16.0,12,19,9.5,5,14,9.0,3,15,1,0,1,0,0,1,0,1,1,0,2,0,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,3
2,8,3,2,2,3,3.5,3,4,10.25,0,18,8.333333333333334,1,14,10.5,8,13,14.0,9,19,9.0,5,15,1,2,0,0,0,0,0,1,0,1,0,0,9,1.25,3.0,1.0,0.5590169943749475,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.2631578947368421,0,2
2,6,2,5,3,2,12.0,8,16,8.666666666666666,4,19,0.5,0,1,13.6,9,17,10.0,2,18,7.5,3,12,0,2,1,1,0,0,0,1,0,0,1,0,7,1.4285714285714286,4.0,1.0,0.9035079029052514,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.42105263157894735,-4,1
4,6,3,2,2,3,12.0,1,19,10.833333333333334,4,18,2.6666666666666665,0,6,12.0,9,15,10.0,3,17,8.333333333333334,7,10,0,2,0,0,0,1,1,2,0,0,0,0,9,1.1764705882352942,2.0,1.0,0.3812200410828153,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.2631578947368421,0,2
3,3,5,2,5,2,10.333333333333334,2,16,12.666666666666666,9,18,7.6,3,14,5.0,0,10,7.8,1,17,17.0,15,19,0,0,1,0,1,0,0,0,0,0,0,0,12,1.1764705882352942,3.0,1.0,0.5128116404165498,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-8,2
2,6,4,5,2,1,5.5,4,7,9.333333333333334,0,19,10.25,2,18,9.6,1,16,10.5,6,15,13.0,13,13,0,0,1,1,0,0,1,1,0,2,0,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-4,1
3,3,1,3,5,5,12.666666666666666,8,18,12.666666666666666,5,19,9.0,9,9,5.0,0,13,6.2,1,17,11.8,7,16,0,0,0,0,1,2,1,0,0,0,1,1,9,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.47368421052631576,-8,2
6,0,2,3,6,3,7.833333333333333,2,14,-1.0,-1,-1,13.0,8,18,7.0,0,11,10.166666666666666,1,17,11.666666666666666,3,19,0,0,0,1,1,0,0,0,0,0,0,0,12,1.1764705882352942,3.0,1.0,0.5128116404165498,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-8,3
7,3,2,2,4,2,9.0,2,17,12.333333333333334,10,14,15.0,12,18,13.5,8,19,7.0,0,16,2.5,1,4,1,1,0,0,0,0,0,2,1,0,2,0,10,1.1764705882352942,3.0,1.0,0.5128116404165498,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.21052631578947367,0,2
2,3,2,4,3,6,7.5,7,8,11.666666666666666,6,18,13.0,12,14,9.75,0,19,5.333333333333333,2,9,9.833333333333334,1,16,1,0,0,0,0,1,0,1,0,0,1,2,6,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,1
5,1,6,2,2,4,4.8,0,10,17.0,17,17,9.333333333333334,2,16,10.5,8,13,9.5,1,18,13.25,5,19,1,0,1,0,0,1,0,0,1,1,1,0,9,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.47368421052631576,-8,2
3,4,2,4,2,5,11.0,4,16,8.25,6,10,9.5,7,12,5.25,1,15,9.5,0,19,13.0,5,18,0,1,0,1,0,1,0,0,0,0,0,1,10,1.3333333333333333,3.0,1.0,0.699205898780101,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,1
4,3,5,2,4,2,8.0,4,13,9.333333333333334,1,15,12.2,3,18,7.0,6,8,10.5,0,19,6.5,2,11,1,0,1,0,0,0,0,1,0,1,0,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,2
3,5,1,2,4,5,9.333333333333334,4,18,10.4,1,19,5.0,5,5,12.0,8,16,7.75,0,17,10.0,2,14,0,0,0,0,0,1,2,0,0,0,1,1,11,1.1111111111111112,3.0,1.0,0.4581228472908512,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.3157894736842105,-4,2
3,2,2,2,6,5,12.0,0,19,4.0,3,5,10.0,7,13,10.5,9,12,10.166666666666666,1,16,8.8,2,18,0,0,0,0,1,0,0,0,0,1,1,1,8,1.1111111111111112,3.0,1.0,0.4581228472908512,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-10,2
3,1,3,4,6,3,12.333333333333334,5,17,14.0,14,14,13.333333333333334,11,16,6.5,0,18,7.833333333333333,2,12,8.666666666666666,3,19,0,0,0,1,1,1,0,1,0,0,1,0,6,1.25,3.0,1.0,0.5590169943749475,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
6,3,1,2,4,4,10.0,1,18,5.0,0,10,14.0,14,14,16.5,16,17,9.0,2,19,8.0,6,11,0,0,0,1,1,1,2,1,0,0,0,1,11,1.25,3.0,1.0,0.5590169943749475,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.2631578947368421,-2,1
1,2,5,6,4,2,14.0,14,14,5.5,3,8,9.4,0,18,9.0,2,15,13.25,4,19,5.5,5,6,0,0,1,1,0,1,0,0,1,2,1,0,6,1.25,3.0,1.0,0.5590169943749475,0.0,0.15789473684210525,0.15789473684210525,0.6842105263157895,-14,1
4,2,5,1,3,5,11.75,8,19,2.5,2,3,9.4,0,16,17.0,17,17,7.666666666666667,5,12,10.2,1,18,1,1,0,0,1,0,0,0,1,0,1,1,7,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.5263157894736842,-8,2
0,5,3,6,5,1,-1.0,-1,-1,9.6,2,16,11.666666666666666,0,18,6.5,1,11,10.8,4,19,14.0,14,14,0,1,1,1,0,0,0,0,1,0,0,1,8,1.25,3.0,1.0,0.5590169943749475,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,2
2,6,1,3,7,1,6.5,0,13,9.166666666666666,1,18,11.0,11,11,10.0,4,16,10.428571428571429,2,19,8.0,8,8,0,0,0,0,0,0,1,1,0,1,1,1,11,1.0,1.0,1.0,0.0,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.3157894736842105,-4,1
1,6,3,4,3,3,17.0,17,17,10.166666666666666,1,16,8.0,0,19,8.75,3,18,11.666666666666666,8,15,6.0,2,9,0,1,0,1,0,0,0,1,0,2,1,1,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-6,2
5,7,2,4,0,2,8.8,1,18,8.857142857142858,2,17,13.5,8,19,10.25,4,15,-1.0,-1,-1,8.0,0,16,0,1,0,0,0,0,2,2,0,0,0,0,12,1.1111111111111112,3.0,1.0,0.4581228472908512,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.05263157894736842,4,2
3,2,7,4,2,2,9.333333333333334,5,13,9.5,4,15,7.0,0,16,11.5,2,19,12.5,7,18,11.5,6,17,0,0,2,0,0,0,0,1,1,2,0,2,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,2
7,3,2,5,2,1,9.0,1,18,4.333333333333333,3,6,14.0,13,15,12.4,0,19,9.5,9,10,5.0,5,5,2,1,0,0,1,0,1,1,1,2,0,0,10,1.25,2.0,1.0,0.4330127018922193,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.21052631578947367,0,3
1,4,7,1,3,4,14.0,14,14,8.0,1,17,10.285714285714286,2,18,4.0,4,4,14.666666666666666,9,19,6.0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,-10,2
3,3,3,8,2,1,9.666666666666666,4,18,13.333333333333334,10,17,10.666666666666666,6,14,9.125,2,19,7.5,0,15,1.0,1,1,0,0,0,2,0,0,0,1,0,2,1,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,1
5,2,5,4,1,3,8.2,0,15,15.5,12,19,10.0,5,18,9.75,2,16,4.0,4,4,8.333333333333334,1,17,1,0,2,0,0,0,0,0,0,0,0,0,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-6,2
4,5,4,2,3,2,11.0,2,18,7.4,0,15,6.5,1,11,7.0,6,8,11.333333333333334,4,17,17.5,16,19,0,0,0,0,0,0,2,0,1,1,0,1,13,1.0,1.0,1.0,0.0,0.10526315789473684,0.3684210526315789,0.3157894736842105,0.21052631578947367,-2,3
2,3,3,3,2,7,5.0,2,8,7.666666666666667,3,11,8.0,1,17,13.0,12,14,13.0,10,16,9.714285714285714,0,19,0,0,0,1,0,2,2,0,0,0,0,1,6,1.25,3.0,1.0,0.5590169943749475,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,2
2,2,5,3,4,4,12.0,11,13,1.5,1,2,11.6,3,17,4.333333333333333,0,9,9.5,6,15,13.5,5,19,0,1,1,0,1,1,0,0,2,0,0,1,6,1.25,2.0,1.0,0.4330127018922193,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,2
3,2,5,3,5,2,6.333333333333333,2,13,15.5,14,17,10.2,1,19,7.333333333333333,3,11,8.8,0,16,11.5,5,18,0,0,1,0,2,0,1,0,1,2,0,1,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,2
3,3,4,4,5,1,8.666666666666666,5,12,11.0,6,17,9.0,1,14,11.5,2,19,9.0,0,16,4.0,4,4,0,0,1,1,1,0,2,0,1,1,1,0,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576,-8,2
6,2,4,1,3,4,13.333333333333334,2,18,3.5,0,7,12.0,6,19,11.0,11,11,7.333333333333333,3,10,5.5,1,12,2,0,0,0,1,1,0,0,0,0,1,0,9,1.3333333333333333,3.0,1.0,0.5962847939999439,0.15789473684210525,0.2631578947368421,0.21052631578947367,0.3684210526315789,-4,2
2,3,6,3,6,0,11.0,7,15,11.666666666666666,5,18,12.333333333333334,1,19,9.0,2,17,5.333333333333333,0,10,-1.0,-1,-1,0,0,1,0,2,0,0,0,2,0,0,0,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,-10,1
4,2,6,3,3,2,10.25,3,16,5.5,0,11,10.166666666666666,4,17,6.333333333333333,1,10,13.0,2,19,9.5,5,14,0,0,1,0,1,0,0,0,1,0,0,0,11,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.3157894736842105,0.2631578947368421,0.42105263157894735,-8,1
8,2,2,1,3,4,7.75,1,18,9.0,8,10,11.0,9,13,12.0,12,12,10.0,5,19,11.5,0,17,2,0,0,0,1,1,1,1,0,1,0,0,10,1.3333333333333333,4.0,1.0,0.7888106377466154,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.21052631578947367,0,2
4,3,3,2,6,2,9.75,2,19,9.333333333333334,3,14,13.666666666666666,8,17,12.0,6,18,7.333333333333333,0,15,7.0,4,10,0,0,1,0,1,0,2,0,1,0,1,0,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.42105263157894735,-6,2
